"Min,Max,Modal Price from Maharashtra,Pune[Onion],Junnar(Bhlhe) from 01-Jan-2010To22-Oct-2020",,,,,,,,,,,
Sl no.,State Name,District Name,Market Name,Group,Commodity,Variety,Grade,Min Price (Rs/Quintal),Max Price (Rs/Quintal),Modal Price (Rs/Quintal),Price Date
No Data Found,,,,,,,,,,,
